survey_year,muni_code,muni_name_en,muni_name_ja,population
1985,1303,Hokkaido Tobetsu-cho,北海道 当別町,16507
1990,1303,Hokkaido Tobetsu-cho,北海道 当別町,15825
1995,1303,Hokkaido Tobetsu-cho,北海道 当別町,19672
2000,1303,Hokkaido Tobetsu-cho,北海道 当別町,20778
2005,1303,Hokkaido Tobetsu-cho,北海道 当別町,19982
2010,1303,Hokkaido Tobetsu-cho,北海道 当別町,18766
2015,1303,Hokkaido Tobetsu-cho,北海道 当別町,17278
2020,1303,Hokkaido Tobetsu-cho,北海道 当別町,15916
1980,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,4144
1985,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,4074
1990,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3811
1995,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3994
2000,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3940
2005,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3737
2010,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3515
2015,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3329
2020,1304,Hokkaido Shinshinotsu-mura,北海道 新篠津村,3044
1980,1305,(former) Hokkaido Atsuta-mura,（旧）北海道 厚田村,3207
1985,1305,(former) Hokkaido Atsuta-mura,（旧）北海道 厚田村,3046
1990,1305,(former) Hokkaido Atsuta-mura,（旧）北海道 厚田村,3022
1995,1305,(former) Hokkaido Atsuta-mura,（旧）北海道 厚田村,2947
2000,1305,(former) Hokkaido Atsuta-mura,（旧）北海道 厚田村,2804
1980,1306,(former) Hokkaido Hamamasu-mura,（旧）北海道 浜益村,3977
1985,1306,(former) Hokkaido Hamamasu-mura,（旧）北海道 浜益村,3327
1990,1306,(former) Hokkaido Hamamasu-mura,（旧）北海道 浜益村,2782
1995,1306,(former) Hokkaido Hamamasu-mura,（旧）北海道 浜益村,2550
2000,1306,(former) Hokkaido Hamamasu-mura,（旧）北海道 浜益村,2363
1980,1331,Hokkaido Matsumae-cho,北海道 松前町,17524
1985,1331,Hokkaido Matsumae-cho,北海道 松前町,16016
1990,1331,Hokkaido Matsumae-cho,北海道 松前町,13546
1995,1331,Hokkaido Matsumae-cho,北海道 松前町,12151
2000,1331,Hokkaido Matsumae-cho,北海道 松前町,11108
2005,1331,Hokkaido Matsumae-cho,北海道 松前町,10121
2010,1331,Hokkaido Matsumae-cho,北海道 松前町,8748
2015,1331,Hokkaido Matsumae-cho,北海道 松前町,7337
2020,1331,Hokkaido Matsumae-cho,北海道 松前町,6260
1980,1332,Hokkaido Fukushima-cho,北海道 福島町,11613
1985,1332,Hokkaido Fukushima-cho,北海道 福島町,10159
1990,1332,Hokkaido Fukushima-cho,北海道 福島町,8111
1995,1332,Hokkaido Fukushima-cho,北海道 福島町,7430
2000,1332,Hokkaido Fukushima-cho,北海道 福島町,6795
2005,1332,Hokkaido Fukushima-cho,北海道 福島町,5897
2010,1332,Hokkaido Fukushima-cho,北海道 福島町,5114
2015,1332,Hokkaido Fukushima-cho,北海道 福島町,4422
2020,1332,Hokkaido Fukushima-cho,北海道 福島町,3794
1980,1333,Hokkaido Shiriuchi-cho,北海道 知内町,7363
1985,1333,Hokkaido Shiriuchi-cho,北海道 知内町,7380
1990,1333,Hokkaido Shiriuchi-cho,北海道 知内町,6383
1995,1333,Hokkaido Shiriuchi-cho,北海道 知内町,6150
2000,1333,Hokkaido Shiriuchi-cho,北海道 知内町,5832
2005,1333,Hokkaido Shiriuchi-cho,北海道 知内町,5447
2010,1333,Hokkaido Shiriuchi-cho,北海道 知内町,5074
2015,1333,Hokkaido Shiriuchi-cho,北海道 知内町,4653
2020,1333,Hokkaido Shiriuchi-cho,北海道 知内町,4167
1980,1334,Hokkaido Kikonai-cho,北海道 木古内町,9514
1985,1334,Hokkaido Kikonai-cho,北海道 木古内町,8916
1990,1334,Hokkaido Kikonai-cho,北海道 木古内町,7826
1995,1334,Hokkaido Kikonai-cho,北海道 木古内町,7171
2000,1334,Hokkaido Kikonai-cho,北海道 木古内町,6665
2005,1334,Hokkaido Kikonai-cho,北海道 木古内町,6024
2010,1334,Hokkaido Kikonai-cho,北海道 木古内町,5341
2015,1334,Hokkaido Kikonai-cho,北海道 木古内町,4547
2020,1334,Hokkaido Kikonai-cho,北海道 木古内町,3832
1980,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,29944
1985,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,30770
1990,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,30950
1995,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,33271
2000,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,35777
2005,1335,(former) Hokkaido Kamiiso-cho,（旧）北海道 上磯町,37258
1980,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,9152
1985,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,9071
1990,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,8791
1995,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,9906
2000,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,11027
2005,1336,(former) Hokkaido Ono-cho,（旧）北海道 大野町,10798
1980,1337,Hokkaido Nanae-cho,北海道 七飯町,21267
1985,1337,Hokkaido Nanae-cho,北海道 七飯町,22607
1990,1337,Hokkaido Nanae-cho,北海道 七飯町,23963
1995,1337,Hokkaido Nanae-cho,北海道 七飯町,27040
2000,1337,Hokkaido Nanae-cho,北海道 七飯町,28354
2005,1337,Hokkaido Nanae-cho,北海道 七飯町,28424
2010,1337,Hokkaido Nanae-cho,北海道 七飯町,28463
2015,1337,Hokkaido Nanae-cho,北海道 七飯町,28120
2020,1337,Hokkaido Nanae-cho,北海道 七飯町,27686
1980,1339,(former) Hokkaido Toi-cho,（旧）北海道 戸井町,5453
1985,1339,(former) Hokkaido Toi-cho,（旧）北海道 戸井町,5164
1990,1339,(former) Hokkaido Toi-cho,（旧）北海道 戸井町,4677
1995,1339,(former) Hokkaido Toi-cho,（旧）北海道 戸井町,4227
2000,1339,(former) Hokkaido Toi-cho,（旧）北海道 戸井町,3893
1980,1340,(former) Hokkaido Esan-cho,（旧）北海道 恵山町,6871
1985,1340,(former) Hokkaido Esan-cho,（旧）北海道 恵山町,6405
1990,1340,(former) Hokkaido Esan-cho,（旧）北海道 恵山町,5729
1995,1340,(former) Hokkaido Esan-cho,（旧）北海道 恵山町,5172
2000,1340,(former) Hokkaido Esan-cho,（旧）北海道 恵山町,4624
1980,1341,(former) Hokkaido Todohokke-mura,（旧）北海道 椴法華村,2466
1985,1341,(former) Hokkaido Todohokke-mura,（旧）北海道 椴法華村,2218
1990,1341,(former) Hokkaido Todohokke-mura,（旧）北海道 椴法華村,1927
1995,1341,(former) Hokkaido Todohokke-mura,（旧）北海道 椴法華村,1802
2000,1341,(former) Hokkaido Todohokke-mura,（旧）北海道 椴法華村,1586
1980,1342,(former) Hokkaido Minamikayabe-cho,（旧）北海道 南茅部町,10221
1985,1342,(former) Hokkaido Minamikayabe-cho,（旧）北海道 南茅部町,9559
1990,1342,(former) Hokkaido Minamikayabe-cho,（旧）北海道 南茅部町,8911
1995,1342,(former) Hokkaido Minamikayabe-cho,（旧）北海道 南茅部町,8226
2000,1342,(former) Hokkaido Minamikayabe-cho,（旧）北海道 南茅部町,7571
1980,1343,Hokkaido Shikabe-cho,北海道 鹿部町,5011
1985,1343,Hokkaido Shikabe-cho,北海道 鹿部町,5107
1990,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4979
1995,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4822
2000,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4907
2005,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4919
2010,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4767
2015,1343,Hokkaido Shikabe-cho,北海道 鹿部町,4226
2020,1343,Hokkaido Shikabe-cho,北海道 鹿部町,3760
1980,1344,(former) Hokkaido Sawara-cho,（旧）北海道 砂原町,6406
1985,1344,(former) Hokkaido Sawara-cho,（旧）北海道 砂原町,6006
1990,1344,(former) Hokkaido Sawara-cho,（旧）北海道 砂原町,5768
1995,1344,(former) Hokkaido Sawara-cho,（旧）北海道 砂原町,5334
2000,1344,(former) Hokkaido Sawara-cho,（旧）北海道 砂原町,5129
1980,1345,Hokkaido Mori-machi,北海道 森町,17061
1985,1345,Hokkaido Mori-machi,北海道 森町,17011
1990,1345,Hokkaido Mori-machi,北海道 森町,16374
1995,1345,Hokkaido Mori-machi,北海道 森町,15672
2000,1345,Hokkaido Mori-machi,北海道 森町,15104
2005,1345,Hokkaido Mori-machi,北海道 森町,19149
2010,1345,Hokkaido Mori-machi,北海道 森町,17859
2015,1345,Hokkaido Mori-machi,北海道 森町,15946
2020,1345,Hokkaido Mori-machi,北海道 森町,14338
1980,1346,Hokkaido Yakumo-cho,北海道 八雲町,19818
1985,1346,Hokkaido Yakumo-cho,北海道 八雲町,19708
1990,1346,Hokkaido Yakumo-cho,北海道 八雲町,18872
1995,1346,Hokkaido Yakumo-cho,北海道 八雲町,18034
2000,1346,Hokkaido Yakumo-cho,北海道 八雲町,17636
2005,1346,Hokkaido Yakumo-cho,北海道 八雲町,20131
2010,1346,Hokkaido Yakumo-cho,北海道 八雲町,18896
2015,1346,Hokkaido Yakumo-cho,北海道 八雲町,17252
2020,1346,Hokkaido Yakumo-cho,北海道 八雲町,15826
1980,1347,Hokkaido Oshamambe-cho,北海道 長万部町,11004
1985,1347,Hokkaido Oshamambe-cho,北海道 長万部町,10252
1990,1347,Hokkaido Oshamambe-cho,北海道 長万部町,9127
1995,1347,Hokkaido Oshamambe-cho,北海道 長万部町,8807
2000,1347,Hokkaido Oshamambe-cho,北海道 長万部町,8032
2005,1347,Hokkaido Oshamambe-cho,北海道 長万部町,7003
2010,1347,Hokkaido Oshamambe-cho,北海道 長万部町,6386
2015,1347,Hokkaido Oshamambe-cho,北海道 長万部町,5926
2020,1347,Hokkaido Oshamambe-cho,北海道 長万部町,5109
1980,1361,Hokkaido Esashi-cho,北海道 江差町,13930
1985,1361,Hokkaido Esashi-cho,北海道 江差町,13313
1990,1361,Hokkaido Esashi-cho,北海道 江差町,12234
1995,1361,Hokkaido Esashi-cho,北海道 江差町,11301
2000,1361,Hokkaido Esashi-cho,北海道 江差町,10959
2005,1361,Hokkaido Esashi-cho,北海道 江差町,10131
2010,1361,Hokkaido Esashi-cho,北海道 江差町,9004
2015,1361,Hokkaido Esashi-cho,北海道 江差町,8248
2020,1361,Hokkaido Esashi-cho,北海道 江差町,7428
1980,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,8803
1985,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,8522
1990,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,7747
1995,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,7292
2000,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,7152
2005,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,6417
2010,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,5428
2015,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,4876
2020,1362,Hokkaido Kaminokuni-cho,北海道 上ノ国町,4306
1980,1363,Hokkaido Assabu-cho,北海道 厚沢部町,6862
1985,1363,Hokkaido Assabu-cho,北海道 厚沢部町,6330
1990,1363,Hokkaido Assabu-cho,北海道 厚沢部町,5755
1995,1363,Hokkaido Assabu-cho,北海道 厚沢部町,5385
2000,1363,Hokkaido Assabu-cho,北海道 厚沢部町,5105
2005,1363,Hokkaido Assabu-cho,北海道 厚沢部町,4775
2010,1363,Hokkaido Assabu-cho,北海道 厚沢部町,4409
2015,1363,Hokkaido Assabu-cho,北海道 厚沢部町,4049
2020,1363,Hokkaido Assabu-cho,北海道 厚沢部町,3592
1980,1364,Hokkaido Otobe-cho,北海道 乙部町,7031
1985,1364,Hokkaido Otobe-cho,北海道 乙部町,6719
1990,1364,Hokkaido Otobe-cho,北海道 乙部町,6011
1995,1364,Hokkaido Otobe-cho,北海道 乙部町,5422
2000,1364,Hokkaido Otobe-cho,北海道 乙部町,5143
2005,1364,Hokkaido Otobe-cho,北海道 乙部町,4816
2010,1364,Hokkaido Otobe-cho,北海道 乙部町,4408
2015,1364,Hokkaido Otobe-cho,北海道 乙部町,3906
2020,1364,Hokkaido Otobe-cho,北海道 乙部町,3403
1980,1365,(former) Hokkaido Kumaishi-cho,（旧）北海道 熊石町,6541
1985,1365,(former) Hokkaido Kumaishi-cho,（旧）北海道 熊石町,5913
1990,1365,(former) Hokkaido Kumaishi-cho,（旧）北海道 熊石町,4909
1995,1365,(former) Hokkaido Kumaishi-cho,（旧）北海道 熊石町,4281
2000,1365,(former) Hokkaido Kumaishi-cho,（旧）北海道 熊石町,3802
1980,1366,(former) Hokkaido Taisei-cho,（旧）北海道 大成町,3813
1985,1366,(former) Hokkaido Taisei-cho,（旧）北海道 大成町,3615
1990,1366,(former) Hokkaido Taisei-cho,（旧）北海道 大成町,3168
1995,1366,(former) Hokkaido Taisei-cho,（旧）北海道 大成町,2919
2000,1366,(former) Hokkaido Taisei-cho,（旧）北海道 大成町,2730
1980,1367,Hokkaido Okushiri-cho,北海道 奥尻町,5490
1985,1367,Hokkaido Okushiri-cho,北海道 奥尻町,5069
1990,1367,Hokkaido Okushiri-cho,北海道 奥尻町,4604
1995,1367,Hokkaido Okushiri-cho,北海道 奥尻町,4301
2000,1367,Hokkaido Okushiri-cho,北海道 奥尻町,3921
2005,1367,Hokkaido Okushiri-cho,北海道 奥尻町,3643
2010,1367,Hokkaido Okushiri-cho,北海道 奥尻町,3033
2015,1367,Hokkaido Okushiri-cho,北海道 奥尻町,2690
2020,1367,Hokkaido Okushiri-cho,北海道 奥尻町,2410
1980,1368,(former) Hokkaido Setana-cho,（旧）北海道 瀬棚町,4165
1985,1368,(former) Hokkaido Setana-cho,（旧）北海道 瀬棚町,3812
1990,1368,(former) Hokkaido Setana-cho,（旧）北海道 瀬棚町,3191
1995,1368,(former) Hokkaido Setana-cho,（旧）北海道 瀬棚町,2877
2000,1368,(former) Hokkaido Setana-cho,（旧）北海道 瀬棚町,2820
1980,1369,(former) Hokkaido Kitahiyama-cho,（旧）北海道 北檜山町,8073
1985,1369,(former) Hokkaido Kitahiyama-cho,（旧）北海道 北檜山町,7717
1990,1369,(former) Hokkaido Kitahiyama-cho,（旧）北海道 北檜山町,7030
1995,1369,(former) Hokkaido Kitahiyama-cho,（旧）北海道 北檜山町,6650
2000,1369,(former) Hokkaido Kitahiyama-cho,（旧）北海道 北檜山町,6292
1980,1370,Hokkaido Imakane-cho,北海道 今金町,9241
1985,1370,Hokkaido Imakane-cho,北海道 今金町,8431
1990,1370,Hokkaido Imakane-cho,北海道 今金町,7710
1995,1370,Hokkaido Imakane-cho,北海道 今金町,7214
2000,1370,Hokkaido Imakane-cho,北海道 今金町,6906
2005,1370,Hokkaido Imakane-cho,北海道 今金町,6466
2010,1370,Hokkaido Imakane-cho,北海道 今金町,6186
2015,1370,Hokkaido Imakane-cho,北海道 今金町,5628
2020,1370,Hokkaido Imakane-cho,北海道 今金町,5072
2005,1371,Hokkaido Setana-cho,北海道 せたな町,10748
2010,1371,Hokkaido Setana-cho,北海道 せたな町,9590
2015,1371,Hokkaido Setana-cho,北海道 せたな町,8473
2020,1371,Hokkaido Setana-cho,北海道 せたな町,7398
1980,1391,Hokkaido Shimamaki-mura,北海道 島牧村,3138
1985,1391,Hokkaido Shimamaki-mura,北海道 島牧村,2767
1990,1391,Hokkaido Shimamaki-mura,北海道 島牧村,2502
1995,1391,Hokkaido Shimamaki-mura,北海道 島牧村,2301
2000,1391,Hokkaido Shimamaki-mura,北海道 島牧村,2224
2005,1391,Hokkaido Shimamaki-mura,北海道 島牧村,1996
2010,1391,Hokkaido Shimamaki-mura,北海道 島牧村,1781
2015,1391,Hokkaido Shimamaki-mura,北海道 島牧村,1499
2020,1391,Hokkaido Shimamaki-mura,北海道 島牧村,1356
1980,1392,Hokkaido Suttsu-cho,北海道 寿都町,5925
1985,1392,Hokkaido Suttsu-cho,北海道 寿都町,5497
1990,1392,Hokkaido Suttsu-cho,北海道 寿都町,4858
1995,1392,Hokkaido Suttsu-cho,北海道 寿都町,4405
2000,1392,Hokkaido Suttsu-cho,北海道 寿都町,4114
2005,1392,Hokkaido Suttsu-cho,北海道 寿都町,3744
2010,1392,Hokkaido Suttsu-cho,北海道 寿都町,3443
2015,1392,Hokkaido Suttsu-cho,北海道 寿都町,3137
2020,1392,Hokkaido Suttsu-cho,北海道 寿都町,2838
1980,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,4532
1985,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,4214
1990,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3927
1995,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3875
2000,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3608
2005,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3457
2010,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3250
2015,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,3082
2020,1393,Hokkaido Kuromatsunai-cho,北海道 黒松内町,2791
1980,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,8055
1985,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,7553
1990,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,6986
1995,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,6450
2000,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,6215
2005,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,5802
2010,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,5292
2015,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,4843
2020,1394,Hokkaido Rankoshi-cho,北海道 蘭越町,4568
1980,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4567
1985,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4593
1990,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4511
1995,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4641
2000,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4553
2005,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4669
2010,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4823
2015,1395,Hokkaido Niseko-cho,北海道 ニセコ町,4958
2020,1395,Hokkaido Niseko-cho,北海道 ニセコ町,5074
1980,1396,Hokkaido Makkari-mura,北海道 真狩村,3140
1985,1396,Hokkaido Makkari-mura,北海道 真狩村,3028
1990,1396,Hokkaido Makkari-mura,北海道 真狩村,2826
1995,1396,Hokkaido Makkari-mura,北海道 真狩村,2649
2000,1396,Hokkaido Makkari-mura,北海道 真狩村,2536
2005,1396,Hokkaido Makkari-mura,北海道 真狩村,2354
2010,1396,Hokkaido Makkari-mura,北海道 真狩村,2189
2015,1396,Hokkaido Makkari-mura,北海道 真狩村,2103
2020,1396,Hokkaido Makkari-mura,北海道 真狩村,2045
1980,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2075
1985,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2171
1990,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2369
1995,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2388
2000,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2227
2005,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2165
2010,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,2034
2015,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,1907
2020,1397,Hokkaido Rusutsu-mura,北海道 留寿都村,1911
1980,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,4085
1985,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,3749
1990,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,3240
1995,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,3029
2000,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,2843
2005,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,2707
2010,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,2490
2015,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,2294
2020,1398,Hokkaido Kimobetsu-cho,北海道 喜茂別町,2156
1980,1399,Hokkaido Kyogoku-cho,北海道 京極町,4276
1985,1399,Hokkaido Kyogoku-cho,北海道 京極町,4125
1990,1399,Hokkaido Kyogoku-cho,北海道 京極町,3775
1995,1399,Hokkaido Kyogoku-cho,北海道 京極町,3489
2000,1399,Hokkaido Kyogoku-cho,北海道 京極町,3505
2005,1399,Hokkaido Kyogoku-cho,北海道 京極町,3583
2010,1399,Hokkaido Kyogoku-cho,北海道 京極町,3811
2015,1399,Hokkaido Kyogoku-cho,北海道 京極町,3187
2020,1399,Hokkaido Kyogoku-cho,北海道 京極町,2941
1980,1400,Hokkaido Kutchan-cho,北海道 倶知安町,18893
1985,1400,Hokkaido Kutchan-cho,北海道 倶知安町,18892
1990,1400,Hokkaido Kutchan-cho,北海道 倶知安町,18030
1995,1400,Hokkaido Kutchan-cho,北海道 倶知安町,17078
2000,1400,Hokkaido Kutchan-cho,北海道 倶知安町,16184
2005,1400,Hokkaido Kutchan-cho,北海道 倶知安町,16176
2010,1400,Hokkaido Kutchan-cho,北海道 倶知安町,15568
2015,1400,Hokkaido Kutchan-cho,北海道 倶知安町,15018
2020,1400,Hokkaido Kutchan-cho,北海道 倶知安町,15129
1980,1401,Hokkaido Kyowa-cho,北海道 共和町,7931
1985,1401,Hokkaido Kyowa-cho,北海道 共和町,8282
1990,1401,Hokkaido Kyowa-cho,北海道 共和町,7691
1995,1401,Hokkaido Kyowa-cho,北海道 共和町,7430
2000,1401,Hokkaido Kyowa-cho,北海道 共和町,7249
2005,1401,Hokkaido Kyowa-cho,北海道 共和町,7112
2010,1401,Hokkaido Kyowa-cho,北海道 共和町,6428
2015,1401,Hokkaido Kyowa-cho,北海道 共和町,6224
2020,1401,Hokkaido Kyowa-cho,北海道 共和町,5772
1980,1402,Hokkaido Iwanai-cho,北海道 岩内町,22373
1985,1402,Hokkaido Iwanai-cho,北海道 岩内町,20892
1990,1402,Hokkaido Iwanai-cho,北海道 岩内町,19372
1995,1402,Hokkaido Iwanai-cho,北海道 岩内町,17895
2000,1402,Hokkaido Iwanai-cho,北海道 岩内町,16726
2005,1402,Hokkaido Iwanai-cho,北海道 岩内町,15744
2010,1402,Hokkaido Iwanai-cho,北海道 岩内町,14451
2015,1402,Hokkaido Iwanai-cho,北海道 岩内町,13042
2020,1402,Hokkaido Iwanai-cho,北海道 岩内町,11648
1980,1403,Hokkaido Tomari-mura,北海道 泊村,2788
1985,1403,Hokkaido Tomari-mura,北海道 泊村,2640
1990,1403,Hokkaido Tomari-mura,北海道 泊村,2376
1995,1403,Hokkaido Tomari-mura,北海道 泊村,2128
2000,1403,Hokkaido Tomari-mura,北海道 泊村,2040
2005,1403,Hokkaido Tomari-mura,北海道 泊村,2185
